stem_id,label,lat,lon,date,force
2334,event-2334,51.28,107.64,23.04.1970,10
2335,event-2335,56.19,116.39,23.04.1970,9
2336,event-2336,51.6,99.69,24.04.1970,10
2337,event-2337,56.56,121.12,25.04.1970,9
2338,event-2338,51.88,100.12,29.04.1970,9
2339,event-2339,52.96,108.93,02.05.1970,9
2340,event-2340,48.37,107.15,02.05.1970,9
2341,event-2341,52.18,105.86,11.05.1970,9
2342,event-2342,49.63,114.78,11.05.1970,9
2343,event-2343,56.38,118.57,14.05.1970,9
2344,event-2344,57.93,121.18,15.05.1970,9
2345,event-2345,52.45,106.44,15.05.1970,9
2346,event-2346,52.7,106.58,15.05.1970,9
2347,event-2347,56.93,117.78,15.05.1970,14
2348,event-2348,56.84,117.74,15.05.1970,10
2349,event-2349,56.84,117.74,15.05.1970,11
2350,event-2350,56.84,117.74,15.05.1970,9
2351,event-2351,56.84,117.74,15.05.1970,10
2352,event-2352,56.88,117.77,15.05.1970,9
2353,event-2353,56.83,117.79,15.05.1970,9
2354,event-2354,56.91,117.75,15.05.1970,10
2355,event-2355,56.67,117.85,15.05.1970,9
2356,event-2356,56.84,117.72,16.05.1970,9
2357,event-2357,56.86,117.73,16.05.1970,10
2358,event-2358,56.89,117.73,16.05.1970,9
2359,event-2359,56.82,117.84,16.05.1970,12
2360,event-2360,56.84,117.82,16.05.1970,10
2361,event-2361,56.87,117.75,16.05.1970,10
2362,event-2362,56.87,117.91,16.05.1970,10
2363,event-2363,56.86,117.68,17.05.1970,9
2364,event-2364,56.1,112.42,17.05.1970,9
2365,event-2365,53.31,107.55,17.05.1970,9
2366,event-2366,56.87,117.87,18.05.1970,13
2367,event-2367,56.84,117.74,18.05.1970,9
2368,event-2368,56.89,117.77,18.05.1970,9
2369,event-2369,56.85,117.69,18.05.1970,9
2370,event-2370,54.97,111.35,19.05.1970,9
2371,event-2371,54.97,111.35,19.05.1970,11
2372,event-2372,54.97,111.31,19.05.1970,9
2373,event-2373,56.83,117.82,19.05.1970,9
2374,event-2374,56.88,117.8,19.05.1970,9
2375,event-2375,48.32,119.84,19.05.1970,9
2376,event-2376,52.2,105.93,19.05.1970,10
2377,event-2377,56.86,117.77,20.05.1970,9
2378,event-2378,55.34,109.54,21.05.1970,9
2379,event-2379,55.32,109.54,21.05.1970,9
2380,event-2380,51.71,104.64,21.05.1970,11
2381,event-2381,56,113.9,22.05.1970,9
2382,event-2382,53.31,107.92,23.05.1970,9
2383,event-2383,53.35,108.55,25.05.1970,9
2384,event-2384,53.35,108.56,25.05.1970,9
2385,event-2385,52.67,107.16,25.05.1970,9
2386,event-2386,48,103.29,30.05.1970,9
2387,event-2387,54.06,111.29,31.05.1970,9
2388,event-2388,55.36,110.08,04.06.1970,9
2389,event-2389,56.81,117.74,04.06.1970,9
2390,event-2390,55.28,109.62,08.06.1970,10
2391,event-2391,56.13,114.83,08.06.1970,9
2392,event-2392,55.33,111,08.06.1970,9
2393,event-2393,56.53,121.02,10.06.1970,9
2394,event-2394,56.05,113.8,11.06.1970,9
2395,event-2395,48.14,111.39,11.06.1970,9
2396,event-2396,48.98,104.06,12.06.1970,10
2397,event-2397,55.22,113.36,13.06.1970,9
2398,event-2398,53.1,108.03,15.06.1970,9
2399,event-2399,54.96,111.97,16.06.1970,10
2400,event-2400,52.82,106.73,18.06.1970,9
2401,event-2401,50.09,102.85,20.06.1970,9
2402,event-2402,56.8,117.68,20.06.1970,10
2403,event-2403,56.64,121.31,22.06.1970,9
2404,event-2404,56.5,121.13,25.06.1970,9
2405,event-2405,55.84,110.64,26.06.1970,9
2406,event-2406,48.32,102.77,27.06.1970,9
2407,event-2407,54.99,111.97,04.07.1970,9
2408,event-2408,55.23,111.22,04.07.1970,9
2409,event-2409,48.12,102.71,08.07.1970,10
2410,event-2410,56.84,117.69,08.07.1970,9
2411,event-2411,56.43,113.79,13.07.1970,11
2412,event-2412,54.86,111.16,13.07.1970,9
2413,event-2413,54.96,111.95,15.07.1970,9
2414,event-2414,55.25,109.53,16.07.1970,9
2415,event-2415,55.82,110.34,17.07.1970,9
2416,event-2416,55.77,110.24,17.07.1970,9
2417,event-2417,56.5,117.85,21.07.1970,9
2418,event-2418,56.47,117.95,21.07.1970,10
2419,event-2419,56.23,113.96,21.07.1970,9
2420,event-2420,56,113.66,21.07.1970,10
2421,event-2421,56.86,117.73,27.07.1970,9
2422,event-2422,52.18,105.87,31.07.1970,10
2423,event-2423,56.37,112.6,01.08.1970,9
2424,event-2424,56.89,117.75,01.08.1970,9
2425,event-2425,52.46,106.8,02.08.1970,9
2426,event-2426,56.84,117.67,02.08.1970,9
2427,event-2427,50.62,100.29,02.08.1970,10
2428,event-2428,56.23,112.14,03.08.1970,9
2429,event-2429,55.31,110.08,09.08.1970,9
2430,event-2430,52.76,99.95,09.08.1970,9
2431,event-2431,52.27,106.36,10.08.1970,9
2432,event-2432,56.83,120.41,11.08.1970,9
2433,event-2433,51.95,105.53,13.08.1970,13
2434,event-2434,54.04,110.48,14.08.1970,9
2435,event-2435,55.96,114.02,15.08.1970,9
2436,event-2436,56.2,112.14,15.08.1970,10
2437,event-2437,56.9,120.8,18.08.1970,9
2438,event-2438,48.78,107.33,20.08.1970,9
2439,event-2439,57.35,120.65,21.08.1970,10
2440,event-2440,54.63,110.94,22.08.1970,9
2441,event-2441,56.61,121.2,23.08.1970,9
2442,event-2442,55.32,110.06,24.08.1970,9
2443,event-2443,48.7,107.42,24.08.1970,10
2444,event-2444,48.29,101.72,02.09.1970,9
2445,event-2445,49.67,113.96,03.09.1970,13
2446,event-2446,54.12,110.89,03.09.1970,9
2447,event-2447,56.07,114.74,05.09.1970,9
2448,event-2448,56.89,117.89,05.09.1970,9
2449,event-2449,57.96,118.22,06.09.1970,10
2450,event-2450,53.43,108.18,08.09.1970,9
2451,event-2451,53.37,108.2,08.09.1970,9
2452,event-2452,53.39,108.24,08.09.1970,11
2453,event-2453,53.39,108.28,08.09.1970,11
2454,event-2454,53.39,108.28,08.09.1970,9
2455,event-2455,53.39,108.28,08.09.1970,9
2456,event-2456,53.39,108.23,08.09.1970,11
2457,event-2457,53.38,108.17,08.09.1970,10
2458,event-2458,53.39,108.18,08.09.1970,9
2459,event-2459,53.39,108.2,08.09.1970,10
2460,event-2460,53.39,108.14,08.09.1970,9
2461,event-2461,53.41,108.2,08.09.1970,10
2462,event-2462,53.36,108.2,08.09.1970,9
2463,event-2463,49.36,103.92,09.09.1970,10
2464,event-2464,48.04,102.97,11.09.1970,9
2465,event-2465,56.45,117.17,15.09.1970,10
2466,event-2466,53.66,119.22,16.09.1970,9
2467,event-2467,55.85,110.44,18.09.1970,9
2468,event-2468,53.64,108.3,23.09.1970,9
2469,event-2469,54.94,111.32,23.09.1970,9
2470,event-2470,55.14,113.1,26.09.1970,9
2471,event-2471,51.73,104.91,28.09.1970,10
2472,event-2472,53.59,108.69,01.10.1970,9
2473,event-2473,51.69,105.02,04.10.1970,9
2474,event-2474,49.59,116.82,07.10.1970,10
2475,event-2475,49,115.2,07.10.1970,9
2476,event-2476,48.71,105.29,10.10.1970,9
2477,event-2477,56.33,114,12.10.1970,9
2478,event-2478,48.65,102.84,13.10.1970,10
2479,event-2479,54.45,110.68,18.10.1970,9
2480,event-2480,54.45,110.68,18.10.1970,9
2481,event-2481,54.45,110.68,18.10.1970,9
2482,event-2482,48.26,103.18,19.10.1970,10
2483,event-2483,52.15,105.83,21.10.1970,10
2484,event-2484,51.74,102.14,24.10.1970,9
2485,event-2485,51.81,105.04,24.10.1970,9
2486,event-2486,56.88,117.76,25.10.1970,9
2487,event-2487,56.51,117.32,25.10.1970,9
2488,event-2488,54.82,112,26.10.1970,9
2489,event-2489,52.21,105.83,27.10.1970,9
2490,event-2490,53.68,109.46,28.10.1970,9
2491,event-2491,49.05,106.84,29.10.1970,10
2492,event-2492,51.09,108.19,30.10.1970,9
2493,event-2493,56.51,121,30.10.1970,9
2494,event-2494,54.6,112.05,30.10.1970,9
2495,event-2495,56.86,117.87,30.10.1970,9
2496,event-2496,56.52,121,31.10.1970,9
2497,event-2497,48.21,102.91,01.11.1970,9
2498,event-2498,49.67,111.22,01.11.1970,9
2499,event-2499,55,109.28,02.11.1970,9
2500,event-2500,53.14,108.78,02.11.1970,11
2501,event-2501,52.9,108.54,03.11.1970,10
2502,event-2502,50.12,117.22,04.11.1970,9
2503,event-2503,56.01,113.66,05.11.1970,11
2504,event-2504,48.14,118.53,06.11.1970,11
2505,event-2505,56.04,113.85,08.11.1970,9
2506,event-2506,48.08,101.26,10.11.1970,9
2507,event-2507,48.28,102.89,10.11.1970,9
2508,event-2508,48.42,101.38,10.11.1970,9
2509,event-2509,52.64,106.95,13.11.1970,9
2510,event-2510,56.27,111.84,17.11.1970,9
2511,event-2511,52.87,106.97,18.11.1970,9
2512,event-2512,55.49,109.82,20.11.1970,9
2513,event-2513,55.91,110.43,20.11.1970,9
2514,event-2514,52.04,105.53,21.11.1970,10
2515,event-2515,55.29,113.34,21.11.1970,10
2516,event-2516,51.81,110.24,22.11.1970,9
2517,event-2517,56.27,115.02,27.11.1970,9
2518,event-2518,52.19,105.84,28.11.1970,9
2519,event-2519,52.18,105.84,28.11.1970,9
2520,event-2520,52.89,106.66,29.11.1970,9
2521,event-2521,55.8,112.92,30.11.1970,9
2522,event-2522,54.07,110.87,01.12.1970,9
2523,event-2523,48.23,103.07,04.12.1970,9
2524,event-2524,53.36,109.78,05.12.1970,9
2525,event-2525,49.09,103.19,06.12.1970,9
2526,event-2526,49.05,102.92,06.12.1970,9
2527,event-2527,49.54,111.27,15.12.1970,9
2528,event-2528,56.38,113.55,17.12.1970,10
2529,event-2529,53.75,120.57,19.12.1970,9
2530,event-2530,55.97,113.99,21.12.1970,11
2531,event-2531,48.19,103.2,22.12.1970,10
2532,event-2532,51.43,119.76,23.12.1970,9
2533,event-2533,52.19,105.84,23.12.1970,10
2534,event-2534,48.08,102.71,27.12.1970,9
2535,event-2535,54.83,111.14,29.12.1970,9
2536,event-2536,51.74,101.24,30.12.1970,10
2537,event-2537,52.59,107,05.01.1971,9
2538,event-2538,49.16,101.06,06.01.1971,9
2539,event-2539,52.69,99.68,07.01.1971,9
2540,event-2540,53.04,107.87,08.01.1971,9
2541,event-2541,52.49,106.85,10.01.1971,9
2542,event-2542,56.16,116.74,10.01.1971,9
2543,event-2543,52.6,106.89,13.01.1971,9
2544,event-2544,49.25,104.6,13.01.1971,9
2545,event-2545,54.45,110.7,15.01.1971,9
2546,event-2546,53.22,107.6,17.01.1971,11
2547,event-2547,55.24,113.4,18.01.1971,9
2548,event-2548,55.32,109.55,18.01.1971,11
2549,event-2549,53.7,119.32,19.01.1971,9
2550,event-2550,54.32,111.38,21.01.1971,9
2551,event-2551,54.4,108.76,22.01.1971,9
2552,event-2552,53.16,107.68,23.01.1971,9
2553,event-2553,52.23,105.84,27.01.1971,9
2554,event-2554,56.01,113.2,27.01.1971,12
2555,event-2555,53.18,107.52,28.01.1971,10
2556,event-2556,48.27,103.14,28.01.1971,9
2557,event-2557,56.38,113.47,29.01.1971,10
2558,event-2558,56.18,113.94,01.02.1971,9
2559,event-2559,56.14,116.41,01.02.1971,9
2560,event-2560,56.52,121.23,03.02.1971,9
2561,event-2561,51,115.34,04.02.1971,9
2562,event-2562,53.83,115.69,06.02.1971,10
2563,event-2563,54.34,109.87,08.02.1971,9
2564,event-2564,56.27,116.34,11.02.1971,11
2565,event-2565,53.12,107.49,17.02.1971,9
2566,event-2566,52.25,106.55,20.02.1971,11
2567,event-2567,53.19,108.21,25.02.1971,12
2568,event-2568,50.92,118.07,26.02.1971,11
2569,event-2569,50.92,118.07,26.02.1971,9
2570,event-2570,56.77,119.85,26.02.1971,9
2571,event-2571,55.33,110,26.02.1971,11
2572,event-2572,53.87,109.87,28.02.1971,10
2573,event-2573,52.7,106.52,01.03.1971,9
2574,event-2574,50.94,110.29,02.03.1971,9
2575,event-2575,51.72,102.11,03.03.1971,10
2576,event-2576,52.97,109.82,04.03.1971,9
2577,event-2577,51.4,104.2,04.03.1971,10
2578,event-2578,53.19,110.08,05.03.1971,9
2579,event-2579,53.18,110.12,05.03.1971,9
2580,event-2580,52.72,108.03,06.03.1971,9
2581,event-2581,48.11,103.21,08.03.1971,10
2582,event-2582,53.42,107.73,09.03.1971,9
2583,event-2583,56.2,115,14.03.1971,9
2584,event-2584,56.32,114.35,14.03.1971,9
2585,event-2585,52.89,107.26,18.03.1971,9
2586,event-2586,56.12,116.65,19.03.1971,10
2587,event-2587,50.5,112.17,21.03.1971,9
2588,event-2588,56.23,119.51,21.03.1971,10
2589,event-2589,56.6,117.93,22.03.1971,9
2590,event-2590,56.59,117.71,26.03.1971,10
2591,event-2591,56.6,117.87,27.03.1971,9
2592,event-2592,56.45,118.07,28.03.1971,9
2593,event-2593,51.84,101.32,30.03.1971,9
2594,event-2594,56.48,118.02,30.03.1971,10
2595,event-2595,56.04,113.58,01.04.1971,9
2596,event-2596,54.1,110.91,02.04.1971,9
2597,event-2597,56.47,121.04,02.04.1971,9
2598,event-2598,54.39,117.87,03.04.1971,9
2599,event-2599,54.09,110.54,03.04.1971,9
2600,event-2600,53.97,109.33,05.04.1971,11
2601,event-2601,55.46,109.55,07.04.1971,11
2602,event-2602,55.43,109.68,07.04.1971,9
2603,event-2603,52.72,107.82,07.04.1971,9
2604,event-2604,55.77,111.08,10.04.1971,9
2605,event-2605,54.28,110.23,11.04.1971,10
2606,event-2606,54.28,110.23,11.04.1971,9
2607,event-2607,55.97,112.05,12.04.1971,11
2608,event-2608,56.55,121.12,14.04.1971,10
2609,event-2609,52.22,106.49,15.04.1971,9
2610,event-2610,56,114,21.04.1971,9
2611,event-2611,56.14,113.75,22.04.1971,9
2612,event-2612,48.04,102.89,23.04.1971,9
2613,event-2613,48,102.9,23.04.1971,9
2614,event-2614,54.21,110.3,24.04.1971,9
2615,event-2615,54.21,110.3,24.04.1971,9
2616,event-2616,55.3,109.54,28.04.1971,10
2617,event-2617,55.28,109.5,28.04.1971,10
2618,event-2618,48.4,103.17,28.04.1971,9
2619,event-2619,52.42,106.76,29.04.1971,10
2620,event-2620,56.05,113.78,29.04.1971,9
2621,event-2621,54.21,109.76,30.04.1971,9
2622,event-2622,56,113.65,08.05.1971,10
2623,event-2623,51.63,105.2,08.05.1971,9
2624,event-2624,49.45,99.85,09.05.1971,9
2625,event-2625,52.07,106.25,12.05.1971,9
2626,event-2626,52.15,102.22,12.05.1971,9
2627,event-2627,50.93,99.86,12.05.1971,11
2628,event-2628,48.34,103.06,16.05.1971,9
2629,event-2629,55.27,110.26,19.05.1971,10
2630,event-2630,51.73,101.43,19.05.1971,9
2631,event-2631,55.19,110.32,20.05.1971,9
2632,event-2632,53.04,108.12,21.05.1971,9
2633,event-2633,55.26,110.26,22.05.1971,9
2634,event-2634,55.26,110.26,22.05.1971,9
2635,event-2635,55.16,110.62,23.05.1971,9
2636,event-2636,56.87,117.77,26.05.1971,9
2637,event-2637,51.77,104.98,26.05.1971,9
2638,event-2638,55.42,109.39,26.05.1971,9
2639,event-2639,56.88,117.78,26.05.1971,10
2640,event-2640,55.74,111.06,29.05.1971,10
2641,event-2641,55.76,111.05,29.05.1971,9
2642,event-2642,55.21,110.28,30.05.1971,10
2643,event-2643,52.5,106.78,31.05.1971,11
2644,event-2644,55.22,110.24,31.05.1971,9
2645,event-2645,55.76,111.12,31.05.1971,10
2646,event-2646,55.21,110.33,31.05.1971,11
2647,event-2647,55.23,110.25,31.05.1971,9
2648,event-2648,55.3,110.27,01.06.1971,9
2649,event-2649,55.24,110.31,04.06.1971,9
2650,event-2650,55.14,111.04,04.06.1971,10
2651,event-2651,55.19,111.15,04.06.1971,9
2652,event-2652,49.96,100.08,07.06.1971,10
2653,event-2653,48.25,103,07.06.1971,9
2654,event-2654,54.31,109.89,08.06.1971,9
2655,event-2655,56.55,121.01,09.06.1971,9
2656,event-2656,52.85,106.87,10.06.1971,10
2657,event-2657,50.55,112,11.06.1971,10
2658,event-2658,56.51,117.74,12.06.1971,9
2659,event-2659,56.51,117.11,12.06.1971,10
2660,event-2660,48.72,109.72,13.06.1971,9
2661,event-2661,52.63,101.21,17.06.1971,9
2662,event-2662,49.57,99.77,18.06.1971,9
2663,event-2663,56.55,121,23.06.1971,9
2664,event-2664,50.43,107.7,24.06.1971,9
2665,event-2665,52.37,106.3,24.06.1971,9
2666,event-2666,57.5,120.8,26.06.1971,9
2667,event-2667,56.15,113,27.06.1971,9
2668,event-2668,52.8,112.93,28.06.1971,10
2669,event-2669,48.26,102.94,28.06.1971,9
2670,event-2670,48.35,103.06,29.06.1971,9
2671,event-2671,51.86,101.23,30.06.1971,9
2672,event-2672,54.48,109.69,04.07.1971,9
2673,event-2673,56.33,117.72,06.07.1971,10
2674,event-2674,56.92,117.67,08.07.1971,10
2675,event-2675,54.27,122,09.07.1971,9
2676,event-2676,52.32,105.79,13.07.1971,9
2677,event-2677,52.25,105.82,13.07.1971,10
2678,event-2678,48.77,103.65,14.07.1971,10
2679,event-2679,49.78,113.77,15.07.1971,9
2680,event-2680,56.32,117.59,16.07.1971,11
2681,event-2681,53.79,108.48,17.07.1971,10
2682,event-2682,53.39,108.69,18.07.1971,9
2683,event-2683,56.29,117.56,18.07.1971,9
2684,event-2684,54.58,110.83,19.07.1971,9
2685,event-2685,53.61,108.23,20.07.1971,11
2686,event-2686,53.59,108.28,20.07.1971,9
2687,event-2687,56.59,110.58,22.07.1971,9
2688,event-2688,56.5,121.06,22.07.1971,9
2689,event-2689,54.97,110.8,22.07.1971,9
2690,event-2690,54.95,110.63,23.07.1971,9
2691,event-2691,54.37,110.76,24.07.1971,9
2692,event-2692,54.41,110.68,24.07.1971,10
2693,event-2693,56.28,117.84,26.07.1971,9
2694,event-2694,56.15,113.99,28.07.1971,10
2695,event-2695,51.72,102.07,30.07.1971,9
2696,event-2696,52.41,106.8,31.07.1971,9
2697,event-2697,56.3,117.63,02.08.1971,9
2698,event-2698,53.5,109.41,03.08.1971,9
2699,event-2699,56.27,115.3,06.08.1971,9
2700,event-2700,54.96,112.79,07.08.1971,9
2701,event-2701,55.26,109.61,07.08.1971,9
2702,event-2702,56.36,113.26,07.08.1971,9
2703,event-2703,52.08,99,07.08.1971,9
2704,event-2704,55.35,110.33,11.08.1971,9
2705,event-2705,50.51,111.66,14.08.1971,9
2706,event-2706,53.3,107.63,14.08.1971,9
2707,event-2707,57.9,121.3,18.08.1971,9
2708,event-2708,48.12,103.23,18.08.1971,11
2709,event-2709,54.36,111.58,20.08.1971,9
2710,event-2710,56.37,117.67,21.08.1971,9
2711,event-2711,53.45,108.58,22.08.1971,9
2712,event-2712,56.36,117.62,22.08.1971,9
2713,event-2713,56.36,117.65,22.08.1971,9
2714,event-2714,55.5,111.33,23.08.1971,10
2715,event-2715,55.75,112.8,26.08.1971,9
2716,event-2716,56.31,117.63,26.08.1971,10
2717,event-2717,56.32,117.6,26.08.1971,9
2718,event-2718,56.23,116.36,27.08.1971,9
2719,event-2719,56.35,117.73,27.08.1971,9
2720,event-2720,56.3,117.75,27.08.1971,9
2721,event-2721,56.35,117.65,27.08.1971,9
2722,event-2722,56.32,117.64,27.08.1971,9
2723,event-2723,56.3,117.6,28.08.1971,9
2724,event-2724,55.59,109.71,29.08.1971,9
2725,event-2725,54.97,110.61,30.08.1971,10
2726,event-2726,55.24,113.41,31.08.1971,9
2727,event-2727,55.66,110.71,02.09.1971,9
2728,event-2728,52.48,101.71,03.09.1971,11
2729,event-2729,54.6,109.8,03.09.1971,9
2730,event-2730,53.21,107.77,04.09.1971,11
2731,event-2731,56.33,117.66,04.09.1971,9
2732,event-2732,52.96,106.93,05.09.1971,10
2733,event-2733,54.59,110.92,06.09.1971,10
2734,event-2734,56.31,117.62,07.09.1971,10
2735,event-2735,54.99,113.23,08.09.1971,9
2736,event-2736,56.22,115.17,13.09.1971,9
2737,event-2737,56.29,114.51,14.09.1971,10
2738,event-2738,56.02,113.8,17.09.1971,9
2739,event-2739,56.09,113.76,17.09.1971,9
2740,event-2740,51.02,99.78,21.09.1971,9
2741,event-2741,53.48,114.76,21.09.1971,10
2742,event-2742,51.74,102.31,22.09.1971,9
2743,event-2743,54.82,110.53,23.09.1971,12
2744,event-2744,52.22,106.49,24.09.1971,9
2745,event-2745,56.35,117.26,26.09.1971,9
2746,event-2746,51.89,105.35,27.09.1971,11
2747,event-2747,52.49,101.29,27.09.1971,10
2748,event-2748,56.33,117.67,30.09.1971,11
2749,event-2749,52.21,105.95,30.09.1971,11
2750,event-2750,52.02,105.63,03.10.1971,9
2751,event-2751,51,99.62,04.10.1971,9
2752,event-2752,57.05,121.13,06.10.1971,9
2753,event-2753,51.16,109.74,06.10.1971,9
2754,event-2754,51.93,105.36,07.10.1971,12
2755,event-2755,53.39,110.42,08.10.1971,10
2756,event-2756,57.59,121.13,08.10.1971,9
2757,event-2757,55.22,111.17,08.10.1971,9
2758,event-2758,57.73,121.15,08.10.1971,9
2759,event-2759,52.81,119.27,08.10.1971,9
2760,event-2760,51.82,101.29,09.10.1971,10
2761,event-2761,52.95,107.12,10.10.1971,9
2762,event-2762,55.32,109.63,10.10.1971,9
2763,event-2763,56.38,117.25,12.10.1971,9
2764,event-2764,55.99,113.98,13.10.1971,9
2765,event-2765,55.96,113.94,13.10.1971,9
2766,event-2766,56.37,113.84,15.10.1971,10
2767,event-2767,56.5,120.98,24.10.1971,9
2768,event-2768,53.36,108.55,24.10.1971,9
2769,event-2769,48.9,102.72,25.10.1971,9
2770,event-2770,56.46,121.19,31.10.1971,9
2771,event-2771,54.85,110.85,07.11.1971,9
2772,event-2772,55.05,110.64,09.11.1971,10
2773,event-2773,55.22,110.25,09.11.1971,9
2774,event-2774,55.25,110.21,10.11.1971,9
2775,event-2775,55.3,110.27,10.11.1971,9
2776,event-2776,51.77,105.67,11.11.1971,9
2777,event-2777,55.29,110.23,12.11.1971,9
2778,event-2778,52.45,106.26,15.11.1971,9
2779,event-2779,56.85,117.83,17.11.1971,9
2780,event-2780,55.05,112.34,22.11.1971,9
2781,event-2781,56.55,121.13,24.11.1971,9
2782,event-2782,53.69,108.32,25.11.1971,9
2783,event-2783,56.85,117.75,26.11.1971,9
2784,event-2784,56.32,117.59,28.11.1971,10
2785,event-2785,56.33,117.54,28.11.1971,9
2786,event-2786,54.57,111.71,01.12.1971,9
2787,event-2787,56.34,117.61,02.12.1971,9
2788,event-2788,56.31,117.59,02.12.1971,9
2789,event-2789,56.31,117.58,02.12.1971,9
2790,event-2790,56.32,117.54,03.12.1971,9
2791,event-2791,56.32,117.59,03.12.1971,10
2792,event-2792,56.33,117.61,05.12.1971,9
2793,event-2793,56.52,117.95,05.12.1971,9
2794,event-2794,58.3,112.91,07.12.1971,10
2795,event-2795,57,120.5,09.12.1971,9
2796,event-2796,55.18,111.17,09.12.1971,9
2797,event-2797,56.18,113.69,12.12.1971,9
2798,event-2798,54.83,112.84,15.12.1971,10
2799,event-2799,54.92,112.94,15.12.1971,9
2800,event-2800,54.98,112.78,17.12.1971,9
2801,event-2801,56.19,114.21,18.12.1971,13
2802,event-2802,56.2,114.24,18.12.1971,11
2803,event-2803,48,103.25,19.12.1971,9
2804,event-2804,51.45,100.36,22.12.1971,9
2805,event-2805,54.07,111,22.12.1971,9
2806,event-2806,54.08,110.88,22.12.1971,12
2807,event-2807,56.14,118.18,23.12.1971,9
2808,event-2808,56.15,118.17,24.12.1971,9
2809,event-2809,54.27,111.14,27.12.1971,9
2810,event-2810,55.59,114.39,27.12.1971,9
2811,event-2811,51.12,99.81,03.01.1972,10
2812,event-2812,55.82,110.56,04.01.1972,12
2813,event-2813,54.32,109.98,05.01.1972,9
2814,event-2814,55.82,110.56,06.01.1972,11
2815,event-2815,56,112,06.01.1972,9
2816,event-2816,54.6,110.06,09.01.1972,9
2817,event-2817,51.99,105.55,09.01.1972,9
2818,event-2818,55.23,111.16,14.01.1972,9
2819,event-2819,57.5,121.1,15.01.1972,13
2820,event-2820,57.7,121.1,15.01.1972,9
2821,event-2821,54.93,110.76,16.01.1972,9
2822,event-2822,56.09,114.75,17.01.1972,9
2823,event-2823,56.09,114.75,17.01.1972,9
2824,event-2824,55.96,113.57,17.01.1972,9
2825,event-2825,56.16,116.5,22.01.1972,9
2826,event-2826,53.36,108.08,23.01.1972,10
2827,event-2827,54.82,110.57,26.01.1972,9
2828,event-2828,55.28,111.1,27.01.1972,10
2829,event-2829,54.01,109.14,28.01.1972,9
2830,event-2830,53.4,109.55,29.01.1972,9
2831,event-2831,57.65,121.18,30.01.1972,9
2832,event-2832,50.56,112.22,31.01.1972,9
2833,event-2833,52.06,101.8,03.02.1972,9
2834,event-2834,53.01,107.84,04.02.1972,12
2835,event-2835,54.74,111.16,08.02.1972,9
2836,event-2836,53.4,107.84,08.02.1972,9
2837,event-2837,56.49,114.33,08.02.1972,11
2838,event-2838,51.76,101.41,08.02.1972,9
2839,event-2839,52.56,106.93,09.02.1972,9
2840,event-2840,52.81,99.54,11.02.1972,11
2841,event-2841,57.7,121.1,11.02.1972,9
2842,event-2842,53.16,107.92,12.02.1972,9
2843,event-2843,57.1,122,14.02.1972,10
2844,event-2844,53.24,107.89,15.02.1972,9
2845,event-2845,55.33,113.07,19.02.1972,11
2846,event-2846,54.32,111.48,22.02.1972,9
2847,event-2847,56.18,116.42,23.02.1972,10
2848,event-2848,55.31,109.86,23.02.1972,10
2849,event-2849,56.36,113.84,25.02.1972,9
2850,event-2850,49.45,102.46,28.02.1972,9
2851,event-2851,56.06,112.33,29.02.1972,9
2852,event-2852,51.72,101.57,02.03.1972,9
2853,event-2853,54.87,112.88,04.03.1972,9
2854,event-2854,51.39,105.09,06.03.1972,10
2855,event-2855,56.55,121.01,07.03.1972,9
2856,event-2856,56.55,121,07.03.1972,9
2857,event-2857,48.19,104.54,08.03.1972,9
2858,event-2858,53.16,107.63,08.03.1972,9
2859,event-2859,48.36,103.04,08.03.1972,10
2860,event-2860,52.98,108.7,08.03.1972,9
2861,event-2861,53.44,99,09.03.1972,10
2862,event-2862,52.59,106.49,14.03.1972,9
2863,event-2863,53.29,107.78,14.03.1972,9
2864,event-2864,53.12,107.56,15.03.1972,9
2865,event-2865,53.49,108.41,17.03.1972,9
2866,event-2866,53.27,108.04,18.03.1972,9
2867,event-2867,52.63,106.77,19.03.1972,9
2868,event-2868,52.45,106.65,20.03.1972,12
2869,event-2869,51.67,101.93,22.03.1972,9
2870,event-2870,52.39,106.63,23.03.1972,9
2871,event-2871,53.35,108.55,24.03.1972,9
2872,event-2872,55.22,110.11,26.03.1972,9
2873,event-2873,54,111.07,26.03.1972,10
2874,event-2874,53.81,109.85,27.03.1972,9
2875,event-2875,53.77,108.54,30.03.1972,9
2876,event-2876,55.99,113.32,31.03.1972,9
2877,event-2877,53.04,107.32,31.03.1972,10
2878,event-2878,56.51,121.12,01.04.1972,9
2879,event-2879,56.52,121.12,01.04.1972,11
2880,event-2880,50.22,101.11,09.04.1972,9
2881,event-2881,53.67,108.85,11.04.1972,9
2882,event-2882,56.57,121.13,11.04.1972,9
2883,event-2883,53.13,107.97,14.04.1972,9
2884,event-2884,50.8,115.56,14.04.1972,9
2885,event-2885,56.1,112.59,16.04.1972,10
2886,event-2886,54.96,112.8,16.04.1972,10
2887,event-2887,53.18,107.76,17.04.1972,9
2888,event-2888,55.8,110.65,20.04.1972,9
2889,event-2889,48.58,102.97,25.04.1972,9
2890,event-2890,53.11,107.74,27.04.1972,9
2891,event-2891,53.14,107.68,27.04.1972,9
2892,event-2892,56.62,121.24,28.04.1972,10
2893,event-2893,56.05,113.86,28.04.1972,9
2894,event-2894,48.18,102.68,28.04.1972,9
2895,event-2895,52.62,100.44,30.04.1972,9
