stem_id,label,lat,lon,date,force
0,event-0,52.6,107,05.01.1960,9
1,event-1,52.6,107,07.01.1960,9
2,event-2,52.2,102,08.01.1960,11
3,event-3,55,110.3,08.01.1960,11
4,event-4,52.6,107.1,08.01.1960,9
5,event-5,52.6,107.1,08.01.1960,9
6,event-6,52.7,107,12.01.1960,9
7,event-7,52.5,106.9,13.01.1960,10
8,event-8,52.6,106.9,14.01.1960,9
9,event-9,52.6,107.1,14.01.1960,9
10,event-10,52.6,107,15.01.1960,9
11,event-11,52.6,107.1,19.01.1960,9
12,event-12,52.6,107.1,19.01.1960,9
13,event-13,52.6,107.1,24.01.1960,9
14,event-14,49,103,26.01.1960,10
15,event-15,52.6,106.9,29.01.1960,9
16,event-16,53.4,107.5,31.01.1960,10
17,event-17,52.6,107.1,10.02.1960,10
18,event-18,52.6,107,15.02.1960,12
19,event-19,52.6,107.1,17.02.1960,10
20,event-20,52.6,107,18.02.1960,9
21,event-21,52.6,107,19.02.1960,10
22,event-22,52.5,107,21.02.1960,9
23,event-23,52.6,107,23.02.1960,10
24,event-24,52.6,107,23.02.1960,9
25,event-25,52.6,107,24.02.1960,9
26,event-26,52.5,107,24.02.1960,10
27,event-27,52.6,107,25.02.1960,10
28,event-28,52.5,107,25.02.1960,9
29,event-29,52.6,107,25.02.1960,9
30,event-30,49.8,111.8,26.02.1960,11
31,event-31,52.5,107,26.02.1960,9
32,event-32,52.5,106.9,27.02.1960,9
33,event-33,53.2,108,28.02.1960,12
34,event-34,52.7,107,01.03.1960,9
35,event-35,51.9,106.2,02.03.1960,9
36,event-36,52.6,107.2,07.03.1960,10
37,event-37,53.3,107.4,07.03.1960,9
38,event-38,52.3,106.5,09.03.1960,9
39,event-39,52,105.7,12.03.1960,12
40,event-40,52.6,107,12.03.1960,9
41,event-41,52.1,102,13.03.1960,10
42,event-42,52.5,107,13.03.1960,9
43,event-43,53.2,107.3,14.03.1960,9
44,event-44,52.6,107,15.03.1960,9
45,event-45,52.5,107,20.03.1960,9
46,event-46,52.6,106.9,22.03.1960,9
47,event-47,52.6,107,23.03.1960,9
48,event-48,52.6,107.1,30.03.1960,9
49,event-49,50,105.4,31.03.1960,10
50,event-50,50.7,105.4,31.03.1960,9
51,event-51,52.6,106.9,06.04.1960,9
52,event-52,52.7,107.1,07.04.1960,9
53,event-53,56.2,112.5,12.04.1960,12
54,event-54,52.5,106.9,20.04.1960,9
55,event-55,56.5,120.5,26.04.1960,13
56,event-56,52.5,106.9,28.04.1960,9
57,event-57,52.6,107,29.04.1960,10
58,event-58,52.4,106.7,30.04.1960,11
59,event-59,51.4,100.2,01.05.1960,10
60,event-60,52.6,107,03.05.1960,10
61,event-61,52.6,107.1,04.05.1960,9
62,event-62,52.6,106.9,05.05.1960,9
63,event-63,51.7,100.8,07.05.1960,10
64,event-64,52.6,107,07.05.1960,9
65,event-65,52.7,106.9,11.05.1960,9
66,event-66,52.7,107,11.05.1960,10
67,event-67,52.5,107,17.05.1960,10
68,event-68,52.1,105.8,19.05.1960,11
69,event-69,52.6,106.9,25.05.1960,9
70,event-70,53,106.6,26.05.1960,9
71,event-71,52.6,107.1,27.05.1960,10
72,event-72,52.8,107.2,02.06.1960,10
73,event-73,52.4,106.6,04.06.1960,10
74,event-74,50.1,100.4,06.06.1960,11
75,event-75,52.2,106.5,06.06.1960,9
76,event-76,52.5,106.9,08.06.1960,10
77,event-77,52.6,107,13.06.1960,9
78,event-78,52.5,102,13.06.1960,11
79,event-79,52.7,107,15.06.1960,9
80,event-80,53.1,109.9,20.06.1960,10
81,event-81,52.6,107.1,23.06.1960,9
82,event-82,52.6,106.8,30.06.1960,9
83,event-83,54.7,109.8,02.07.1960,10
84,event-84,52.6,106.9,05.07.1960,9
85,event-85,52.7,107,05.07.1960,9
86,event-86,56,112.5,08.07.1960,12
87,event-87,53.2,107.6,08.07.1960,9
88,event-88,52.7,107.1,10.07.1960,10
89,event-89,52.7,107.2,10.07.1960,9
90,event-90,53,107.8,15.07.1960,9
91,event-91,55.6,110.4,18.07.1960,12
92,event-92,52.7,107,20.07.1960,10
93,event-93,55.2,111,21.07.1960,11
94,event-94,52.6,107,22.07.1960,11
95,event-95,52.6,106.5,27.07.1960,10
96,event-96,52.5,107,31.07.1960,10
97,event-97,55,111,01.08.1960,11
98,event-98,52.7,107.1,06.08.1960,11
99,event-99,52.8,107.4,19.08.1960,11
100,event-100,53.4,108.4,21.08.1960,10
101,event-101,52.7,106.7,26.08.1960,9
102,event-102,52.6,106.9,27.08.1960,9
103,event-103,53,107.7,29.08.1960,10
104,event-104,53,107.7,29.08.1960,10
105,event-105,52.6,106.9,01.09.1960,9
106,event-106,53.3,108.3,02.09.1960,10
107,event-107,52.7,107.3,02.09.1960,9
108,event-108,50.6,102,06.09.1960,12
109,event-109,52.6,107.1,19.09.1960,10
110,event-110,51.8,107.1,20.09.1960,9
111,event-111,52.6,107.1,21.09.1960,9
112,event-112,52.6,107,22.09.1960,12
113,event-113,52.6,107,22.09.1960,9
114,event-114,52.6,107,22.09.1960,9
115,event-115,52.6,107.1,23.09.1960,10
116,event-116,52.9,107.3,23.09.1960,9
117,event-117,52.5,107,23.09.1960,10
118,event-118,52.5,107,23.09.1960,9
119,event-119,52.6,107,23.09.1960,9
120,event-120,52.6,107,23.09.1960,11
121,event-121,52.5,107.1,24.09.1960,9
122,event-122,52.9,107,27.09.1960,9
123,event-123,52.6,107,27.09.1960,10
124,event-124,52.5,107,28.09.1960,10
125,event-125,52.6,107,28.09.1960,9
126,event-126,53,107.7,01.10.1960,10
127,event-127,51.7,104.7,02.10.1960,9
128,event-128,52.6,107,03.10.1960,10
129,event-129,52,105.3,05.10.1960,9
130,event-130,52.6,107,05.10.1960,10
131,event-131,52.7,108.1,06.10.1960,12
132,event-132,52.6,107.9,06.10.1960,13
133,event-133,52.5,107,06.10.1960,10
134,event-134,51.7,105.2,07.10.1960,10
135,event-135,53,108,08.10.1960,10
136,event-136,52.5,107,09.10.1960,9
137,event-137,52.7,107.8,09.10.1960,9
138,event-138,56.8,112.8,09.10.1960,13
139,event-139,52.6,107,11.10.1960,9
140,event-140,52.2,105.8,15.10.1960,12
141,event-141,52.5,105.7,15.10.1960,9
142,event-142,52,105.4,19.10.1960,9
143,event-143,53.1,108,21.10.1960,9
144,event-144,55.4,111.6,22.10.1960,11
145,event-145,51,105.9,24.10.1960,9
146,event-146,52.5,107,29.10.1960,9
147,event-147,52.6,107.2,30.10.1960,9
148,event-148,55.2,108.8,31.10.1960,9
149,event-149,52.5,106.7,03.11.1960,9
150,event-150,52.1,105.6,07.11.1960,9
151,event-151,51.6,102,08.11.1960,9
152,event-152,52.6,107.1,11.11.1960,9
153,event-153,54.5,111.1,13.11.1960,9
154,event-154,56.8,112.8,15.11.1960,12
155,event-155,53.8,111.4,15.11.1960,10
156,event-156,52.5,107,18.11.1960,10
157,event-157,54.4,108,20.11.1960,10
158,event-158,52.4,106.5,24.11.1960,10
159,event-159,48.8,102.8,01.12.1960,10
160,event-160,52.6,107.1,02.12.1960,10
161,event-161,52.6,107,04.12.1960,9
162,event-162,52.5,106.9,05.12.1960,11
163,event-163,52.6,106.9,05.12.1960,9
164,event-164,56.3,113.7,05.12.1960,10
165,event-165,52.5,107,06.12.1960,9
166,event-166,52.6,107,06.12.1960,9
167,event-167,53.6,109.5,07.12.1960,9
168,event-168,51.5,99.5,08.12.1960,9
169,event-169,56.4,113.6,09.12.1960,9
170,event-170,52.6,107,10.12.1960,9
171,event-171,52.3,106.5,12.12.1960,10
172,event-172,56.1,113.8,12.12.1960,9
173,event-173,52.6,107.1,12.12.1960,10
174,event-174,52.6,107,13.12.1960,9
175,event-175,52.6,106.9,30.12.1960,9
176,event-176,52.7,107.8,31.12.1960,9
177,event-177,54.6,110.8,31.12.1960,10
178,event-178,53.2,108.3,01.01.1961,9
179,event-179,53.3,108.4,01.01.1961,9
180,event-180,50,108.2,04.01.1961,9
181,event-181,55.1,109.4,05.01.1961,11
182,event-182,55.6,109.7,06.01.1961,9
183,event-183,50.3,101.2,08.01.1961,9
184,event-184,53.8,108,09.01.1961,9
185,event-185,53.5,108,11.01.1961,9
186,event-186,52,100,13.01.1961,12
187,event-187,54.3,108.5,13.01.1961,9
188,event-188,52,100,13.01.1961,10
189,event-189,52,100,13.01.1961,9
190,event-190,49.5,110.5,14.01.1961,9
191,event-191,55.2,110.3,19.01.1961,10
192,event-192,52.6,106.9,21.01.1961,9
193,event-193,55,110.6,21.01.1961,10
194,event-194,52.6,107,21.01.1961,10
195,event-195,52.1,106.4,26.01.1961,9
196,event-196,52,105.6,27.01.1961,9
197,event-197,52.5,106.9,29.01.1961,9
198,event-198,55.6,111.8,01.02.1961,11
199,event-199,52.9,107.6,02.02.1961,9
200,event-200,53.2,107.5,03.02.1961,9
201,event-201,55.6,113.4,03.02.1961,11
202,event-202,55.3,110.1,08.02.1961,10
203,event-203,49.6,112.4,10.02.1961,11
204,event-204,56.5,116.1,11.02.1961,9
205,event-205,52.7,108.9,11.02.1961,9
206,event-206,56.1,116.4,16.02.1961,10
207,event-207,53,110.1,16.02.1961,12
208,event-208,52.6,107,21.02.1961,9
209,event-209,53,107.3,21.02.1961,9
210,event-210,52.8,101,21.02.1961,9
211,event-211,56.1,113.3,22.02.1961,9
212,event-212,52.4,107.9,23.02.1961,9
213,event-213,53.5,108.3,27.02.1961,9
214,event-214,52,100.2,27.02.1961,10
215,event-215,53.1,107.7,27.02.1961,10
216,event-216,51.6,100.1,28.02.1961,9
217,event-217,56.3,116.5,28.02.1961,10
218,event-218,56.2,116.5,28.02.1961,9
219,event-219,52,105.5,01.03.1961,9
220,event-220,56.2,116.2,04.03.1961,9
221,event-221,52.7,107.1,07.03.1961,10
222,event-222,53.3,107.6,08.03.1961,10
223,event-223,56.5,117.1,10.03.1961,9
224,event-224,56,113.5,12.03.1961,9
225,event-225,54.6,111,15.03.1961,9
226,event-226,57.5,108.6,17.03.1961,10
227,event-227,54.3,111.5,19.03.1961,10
228,event-228,55.2,110.4,19.03.1961,9
229,event-229,50.5,102.1,20.03.1961,10
230,event-230,51.8,105.2,21.03.1961,9
231,event-231,56.4,116.3,21.03.1961,9
232,event-232,52.8,106.8,21.03.1961,9
233,event-233,52.7,107.8,22.03.1961,9
234,event-234,49.5,103.3,24.03.1961,11
235,event-235,52.9,106.8,25.03.1961,10
236,event-236,56.2,114,25.03.1961,10
237,event-237,50.3,110.3,26.03.1961,11
238,event-238,50.3,110.3,26.03.1961,13
239,event-239,50.2,110.1,27.03.1961,9
240,event-240,50.2,110.2,27.03.1961,9
241,event-241,56.2,116.3,27.03.1961,10
242,event-242,56,113.4,27.03.1961,12
243,event-243,49.4,106,27.03.1961,9
244,event-244,52.5,106.8,31.03.1961,9
245,event-245,56,113.4,01.04.1961,10
246,event-246,56,113.5,01.04.1961,9
247,event-247,53.7,108.4,03.04.1961,10
248,event-248,54.6,110.5,11.04.1961,9
249,event-249,52.9,107.5,12.04.1961,10
250,event-250,51.7,101.4,13.04.1961,9
251,event-251,54.6,110.5,13.04.1961,10
252,event-252,51.9,121.3,14.04.1961,11
253,event-253,55.1,110.6,14.04.1961,9
254,event-254,52.6,107,15.04.1961,9
255,event-255,52.6,107,16.04.1961,9
256,event-256,55.2,110.5,17.04.1961,11
257,event-257,53.2,108.2,18.04.1961,9
258,event-258,49,100,19.04.1961,11
259,event-259,52.5,106.9,24.04.1961,9
260,event-260,52.7,107.1,25.04.1961,10
261,event-261,56.4,116.6,27.04.1961,10
262,event-262,54,108.7,02.05.1961,10
263,event-263,52.3,106.5,03.05.1961,10
264,event-264,53.9,108.8,04.05.1961,9
265,event-265,51.7,101.9,08.05.1961,9
266,event-266,54.5,110.9,09.05.1961,11
267,event-267,54.5,111,10.05.1961,10
268,event-268,56.8,120.5,11.05.1961,9
269,event-269,56.2,109.8,13.05.1961,9
270,event-270,54.4,110.7,16.05.1961,9
271,event-271,56.1,110.7,17.05.1961,9
272,event-272,53.6,108.2,18.05.1961,9
273,event-273,51.8,104.9,24.05.1961,9
274,event-274,53.4,108.4,25.05.1961,11
275,event-275,54.2,111,25.05.1961,9
276,event-276,53.3,108.5,26.05.1961,9
277,event-277,51.8,99.6,27.05.1961,10
278,event-278,55.1,110.7,28.05.1961,10
279,event-279,52.2,106.5,29.05.1961,9
280,event-280,52.2,106.5,29.05.1961,9
281,event-281,52.8,107.4,29.05.1961,9
282,event-282,51.8,101.2,29.05.1961,9
283,event-283,56.1,112.4,29.05.1961,10
284,event-284,53.6,108.6,05.06.1961,9
285,event-285,54.6,110.9,08.06.1961,9
286,event-286,51.7,109.4,09.06.1961,9
287,event-287,55.4,111.4,09.06.1961,10
288,event-288,55,110.3,10.06.1961,10
289,event-289,52.8,108.4,11.06.1961,11
290,event-290,56.3,116.8,13.06.1961,11
291,event-291,53.2,108,14.06.1961,9
292,event-292,52.5,106.9,15.06.1961,9
293,event-293,51.8,101.4,17.06.1961,9
294,event-294,55.3,110.4,17.06.1961,10
295,event-295,53.3,108.5,19.06.1961,9
296,event-296,55.3,110.5,20.06.1961,9
297,event-297,54.3,119.8,20.06.1961,9
298,event-298,55.2,110.4,20.06.1961,11
299,event-299,56.2,113,24.06.1961,11
300,event-300,49.3,102.1,25.06.1961,10
301,event-301,52.4,106.7,25.06.1961,13
302,event-302,52.4,106.6,25.06.1961,10
303,event-303,52,105.6,27.06.1961,9
304,event-304,52.7,107,27.06.1961,9
305,event-305,51.9,105.2,27.06.1961,9
306,event-306,52.7,107.2,28.06.1961,9
307,event-307,55.2,110.8,29.06.1961,10
308,event-308,54.2,110.9,29.06.1961,10
309,event-309,54.1,113.1,29.06.1961,10
310,event-310,56.4,117.4,30.06.1961,9
311,event-311,53.3,108.3,02.07.1961,9
312,event-312,55.1,110.6,06.07.1961,9
313,event-313,56.8,110.5,07.07.1961,9
314,event-314,55.2,110.5,07.07.1961,9
315,event-315,52.9,107.2,09.07.1961,9
316,event-316,53.1,108,10.07.1961,9
317,event-317,52.6,106.8,11.07.1961,9
318,event-318,55.2,110.5,12.07.1961,10
319,event-319,55.3,110.5,12.07.1961,9
320,event-320,55.1,110.6,12.07.1961,9
321,event-321,55.2,110.6,12.07.1961,10
322,event-322,54,111.7,13.07.1961,9
323,event-323,52.3,106.4,13.07.1961,9
324,event-324,53,107.7,16.07.1961,9
325,event-325,52.6,107.1,17.07.1961,9
326,event-326,55.2,110.5,18.07.1961,10
327,event-327,56.4,113.4,21.07.1961,11
328,event-328,53.2,100.3,22.07.1961,9
329,event-329,51.5,107.1,22.07.1961,10
330,event-330,53.5,107.5,24.07.1961,10
331,event-331,53.5,108.9,25.07.1961,9
332,event-332,51.5,104.7,25.07.1961,9
333,event-333,52.9,107.4,27.07.1961,9
334,event-334,53.1,107.5,27.07.1961,9
335,event-335,54.1,110,27.07.1961,13
336,event-336,52.5,107,28.07.1961,11
337,event-337,56.6,115.5,29.07.1961,9
338,event-338,54,110.2,30.07.1961,9
339,event-339,58,112.5,30.07.1961,10
340,event-340,53.6,108.9,31.07.1961,9
341,event-341,56.4,109.8,03.08.1961,11
342,event-342,51.7,101.3,03.08.1961,9
343,event-343,54,115.6,05.08.1961,10
344,event-344,52.4,106.6,07.08.1961,11
345,event-345,56.2,113.8,08.08.1961,9
346,event-346,51.9,105.6,08.08.1961,10
347,event-347,49.5,101.8,11.08.1961,9
348,event-348,52.7,101,12.08.1961,9
349,event-349,53.5,108.7,13.08.1961,10
350,event-350,52.6,106.8,13.08.1961,9
351,event-351,56.1,109.9,14.08.1961,10
352,event-352,53.5,108.5,14.08.1961,9
353,event-353,54.9,111.1,16.08.1961,10
354,event-354,52.7,107,16.08.1961,9
355,event-355,52.7,99.1,17.08.1961,11
356,event-356,53.1,108.2,18.08.1961,9
357,event-357,52.8,107.6,18.08.1961,9
358,event-358,52.8,106.7,19.08.1961,9
359,event-359,51.6,106.3,24.08.1961,9
360,event-360,51.8,100.6,27.08.1961,9
361,event-361,53,107.9,27.08.1961,10
362,event-362,52,100,28.08.1961,9
363,event-363,54.2,110,01.09.1961,9
364,event-364,51.9,105.2,02.09.1961,9
365,event-365,53,107.9,02.09.1961,9
366,event-366,52.5,107,03.09.1961,9
367,event-367,49.5,119,07.09.1961,10
368,event-368,56,113.5,08.09.1961,9
369,event-369,52.5,101.4,10.09.1961,9
370,event-370,50.3,100.1,10.09.1961,9
371,event-371,52.5,107,10.09.1961,10
372,event-372,56.2,117.8,11.09.1961,9
373,event-373,53,108.3,11.09.1961,9
374,event-374,53.3,107.9,11.09.1961,10
375,event-375,52.6,107.1,14.09.1961,9
376,event-376,52,106.2,16.09.1961,9
377,event-377,52.9,108.1,19.09.1961,9
378,event-378,52.7,107.4,21.09.1961,9
379,event-379,52.8,100.3,23.09.1961,11
380,event-380,56.3,115.2,24.09.1961,9
381,event-381,53.9,108.8,26.09.1961,10
382,event-382,52.8,100.7,27.09.1961,10
383,event-383,53.8,109.4,28.09.1961,9
384,event-384,52.6,107,30.09.1961,9
385,event-385,54.4,111.2,01.10.1961,10
386,event-386,54.4,114.5,01.10.1961,10
387,event-387,54.3,111,02.10.1961,11
388,event-388,52.6,106.9,03.10.1961,9
389,event-389,51.5,99.6,05.10.1961,9
390,event-390,51.8,100.9,08.10.1961,9
391,event-391,52.8,107,09.10.1961,9
392,event-392,51.5,104.8,09.10.1961,10
393,event-393,51.5,104.6,09.10.1961,9
394,event-394,55.4,111.1,11.10.1961,10
395,event-395,54,109.2,11.10.1961,9
396,event-396,56,113.8,12.10.1961,9
397,event-397,55.4,111,13.10.1961,10
398,event-398,53.1,107.5,14.10.1961,9
399,event-399,53.3,109.2,14.10.1961,10
400,event-400,51.5,104.7,16.10.1961,9
401,event-401,52.6,107.1,16.10.1961,9
402,event-402,53.6,108,18.10.1961,9
403,event-403,55.8,111.7,20.10.1961,9
404,event-404,51.6,103.9,23.10.1961,9
405,event-405,52.7,107,24.10.1961,9
406,event-406,56.8,118.3,27.10.1961,9
407,event-407,53.6,108.8,28.10.1961,14
408,event-408,56.5,121,30.10.1961,9
409,event-409,51.8,103.2,01.11.1961,11
410,event-410,51.8,102,01.11.1961,9
411,event-411,51.8,103.2,01.11.1961,9
412,event-412,52.5,107.2,03.11.1961,9
413,event-413,51.8,103.2,04.11.1961,9
414,event-414,54.4,111.1,05.11.1961,9
415,event-415,54.4,111.4,06.11.1961,9
416,event-416,52.2,106.6,06.11.1961,11
417,event-417,52,105.6,08.11.1961,9
418,event-418,54.2,111.1,08.11.1961,9
419,event-419,56,113.5,09.11.1961,9
420,event-420,56.4,114.3,09.11.1961,9
421,event-421,54.5,110,11.11.1961,10
422,event-422,54.4,110.6,11.11.1961,9
423,event-423,52,120.5,11.11.1961,9
424,event-424,52.5,106.9,11.11.1961,10
425,event-425,53,115,12.11.1961,10
426,event-426,51.3,99.7,21.11.1961,9
427,event-427,55.8,110.2,23.11.1961,12
428,event-428,55,109.2,23.11.1961,9
429,event-429,55.8,110.2,23.11.1961,9
430,event-430,51.5,104.6,23.11.1961,9
431,event-431,56.1,111,25.11.1961,9
432,event-432,56.5,120.7,27.11.1961,9
433,event-433,51.6,105.4,27.11.1961,9
434,event-434,52.1,99.1,27.11.1961,11
435,event-435,54.2,110.1,28.11.1961,10
436,event-436,51.7,104.7,28.11.1961,9
437,event-437,54,109.4,29.11.1961,9
438,event-438,54.3,121,30.11.1961,9
439,event-439,48.3,107,02.12.1961,10
440,event-440,56.5,120.8,04.12.1961,9
441,event-441,54,117.2,09.12.1961,9
442,event-442,56.5,117.9,11.12.1961,9
443,event-443,53.5,110.4,13.12.1961,10
444,event-444,56.5,117.3,13.12.1961,9
445,event-445,56.5,120.9,14.12.1961,11
446,event-446,56.6,121,15.12.1961,9
447,event-447,49.9,116.3,18.12.1961,10
448,event-448,56.5,121,18.12.1961,9
449,event-449,51.6,100.3,21.12.1961,12
450,event-450,51.7,100.4,21.12.1961,10
451,event-451,56.5,117.2,22.12.1961,9
452,event-452,52.6,107.1,24.12.1961,9
453,event-453,53,111.5,26.12.1961,9
454,event-454,48.8,102.4,28.12.1961,9
455,event-455,52.8,107.4,30.12.1961,10
456,event-456,55.81,113.15,07.01.1962,10
457,event-457,50.78,117.73,10.01.1962,10
458,event-458,54.5,111,11.01.1962,9
459,event-459,52.4,100.2,22.01.1962,14
460,event-460,52.48,99.17,22.01.1962,9
461,event-461,52.33,99.83,22.01.1962,9
462,event-462,53.43,108,24.01.1962,9
463,event-463,51.8,102.91,04.02.1962,9
464,event-464,56.46,113.52,11.02.1962,9
465,event-465,56.44,113.66,12.02.1962,9
466,event-466,56.34,113.57,22.02.1962,9
467,event-467,55.63,110.21,25.02.1962,9
468,event-468,55.64,112.48,25.02.1962,9
469,event-469,56.54,120.98,28.02.1962,9
470,event-470,52.68,107.46,01.03.1962,9
471,event-471,52.4,106.4,01.03.1962,9
472,event-472,52.25,107.34,16.03.1962,9
473,event-473,51.03,99.38,16.03.1962,10
474,event-474,52.45,100.29,17.03.1962,9
475,event-475,54.42,111.45,21.03.1962,9
476,event-476,55.83,110.9,22.03.1962,9
477,event-477,55.63,112.92,25.03.1962,9
478,event-478,54.4,111.24,27.03.1962,9
479,event-479,55.27,110.64,28.03.1962,9
480,event-480,55.02,110.64,28.03.1962,9
481,event-481,54.4,109.84,29.03.1962,9
482,event-482,51.07,111.62,29.03.1962,9
483,event-483,55.22,110.43,31.03.1962,9
484,event-484,56.51,113.15,31.03.1962,9
485,event-485,55.69,112.83,05.04.1962,9
486,event-486,55.69,112.83,05.04.1962,9
487,event-487,49.02,105.86,06.04.1962,10
488,event-488,55.07,110.62,08.04.1962,9
489,event-489,55.62,120.49,11.04.1962,9
490,event-490,55.67,120.48,11.04.1962,9
491,event-491,56.59,116.04,15.04.1962,9
492,event-492,56.49,117.23,23.04.1962,9
493,event-493,56.51,117.1,24.04.1962,10
494,event-494,54.4,111.3,25.04.1962,9
495,event-495,52.3,106.42,25.04.1962,10
496,event-496,56.5,117.11,26.04.1962,9
497,event-497,53.84,108.87,28.04.1962,9
498,event-498,56.22,116.53,01.05.1962,9
499,event-499,50.58,103.35,02.05.1962,9
500,event-500,53.01,108.16,02.05.1962,9
501,event-501,54.46,110.68,08.05.1962,10
502,event-502,53.74,108.5,19.05.1962,10
503,event-503,55.86,111.73,21.05.1962,9
504,event-504,52.89,107.6,24.05.1962,9
505,event-505,54.34,110.25,29.05.1962,9
506,event-506,57.5,119.6,29.05.1962,9
507,event-507,53.79,114.07,29.05.1962,9
508,event-508,54.73,111.06,05.06.1962,9
509,event-509,51.6,99.42,06.06.1962,11
510,event-510,55.23,110.4,07.06.1962,9
511,event-511,55.04,110.63,10.06.1962,9
512,event-512,50.8,120.4,11.06.1962,11
513,event-513,56.14,109.84,12.06.1962,9
514,event-514,53.31,111.68,17.06.1962,9
515,event-515,56.18,117.19,17.06.1962,9
516,event-516,51.41,107.71,18.06.1962,10
517,event-517,52.8,107.19,18.06.1962,10
518,event-518,54.83,110.96,19.06.1962,9
519,event-519,52.85,107.23,28.06.1962,9
520,event-520,55.23,110.35,29.06.1962,9
521,event-521,52.64,106.94,29.06.1962,9
522,event-522,54.54,111.16,29.06.1962,9
523,event-523,51.75,101.86,01.07.1962,11
524,event-524,51.45,107.58,06.07.1962,9
525,event-525,51.31,100.79,08.07.1962,11
526,event-526,54.94,110.77,15.07.1962,9
527,event-527,55.17,110.5,16.07.1962,9
528,event-528,52.43,106.86,16.07.1962,10
529,event-529,52.08,106.28,25.07.1962,9
530,event-530,54.39,111.32,27.07.1962,10
531,event-531,56.09,111.68,30.07.1962,9
532,event-532,55.07,109.91,31.07.1962,10
533,event-533,55.26,111.08,02.08.1962,9
534,event-534,52.52,106.9,08.08.1962,9
535,event-535,52.23,99.92,09.08.1962,12
536,event-536,56.47,113.75,10.08.1962,9
537,event-537,53.68,108.53,13.08.1962,13
538,event-538,51.81,101.22,14.08.1962,10
539,event-539,53.67,108.62,14.08.1962,11
540,event-540,53.62,108.74,14.08.1962,9
541,event-541,56.14,116.73,15.08.1962,9
542,event-542,50.27,105.33,18.08.1962,10
543,event-543,53.51,108.7,19.08.1962,11
544,event-544,52.27,99.07,19.08.1962,11
545,event-545,52.15,99,19.08.1962,9
546,event-546,55.26,109.41,21.08.1962,9
547,event-547,53.54,108.75,22.08.1962,10
548,event-548,51.91,105.32,27.08.1962,9
549,event-549,56.54,110.74,31.08.1962,9
550,event-550,56.54,121.31,05.09.1962,9
551,event-551,52.38,100.17,11.09.1962,11
552,event-552,55.49,111.87,13.09.1962,9
553,event-553,53.85,110.29,14.09.1962,9
554,event-554,57.79,120.42,15.09.1962,9
555,event-555,53.59,108.6,18.09.1962,9
556,event-556,51.27,99.64,20.09.1962,9
557,event-557,52.5,107.1,24.09.1962,9
558,event-558,54.5,110.23,27.09.1962,10
559,event-559,56.14,113.41,04.10.1962,9
560,event-560,49.97,107.84,07.10.1962,10
561,event-561,55.09,111.19,12.10.1962,9
562,event-562,51.8,102.29,23.10.1962,10
563,event-563,53.55,108.65,28.10.1962,10
564,event-564,51.7,101.42,29.10.1962,10
565,event-565,55.12,99.42,07.11.1962,10
566,event-566,56.29,116.5,10.11.1962,9
567,event-567,55.1,111.24,11.11.1962,10
568,event-568,55.9,113.12,11.11.1962,15
569,event-569,55.91,113.17,11.11.1962,10
570,event-570,55.91,113.16,12.11.1962,10
571,event-571,55.91,113.16,13.11.1962,9
572,event-572,55.95,113.09,13.11.1962,11
573,event-573,55.95,113.12,22.11.1962,9
574,event-574,52.65,107.03,25.11.1962,9
575,event-575,54.26,111.38,25.11.1962,9
576,event-576,54.21,110.41,26.11.1962,9
577,event-577,56.17,116.6,28.11.1962,10
578,event-578,52.1,106.41,29.11.1962,9
579,event-579,56.19,113.21,29.11.1962,10
580,event-580,52.63,107.07,29.11.1962,9
581,event-581,53.65,108.54,30.11.1962,9
582,event-582,56.4,120.8,02.12.1962,11
583,event-583,56.46,120.86,02.12.1962,10
584,event-584,56.28,113.16,09.12.1962,9
585,event-585,56.37,113.16,09.12.1962,9
586,event-586,56.29,113.2,12.12.1962,10
587,event-587,56.35,113.21,15.12.1962,9
588,event-588,55.41,109.62,15.12.1962,9
589,event-589,55.93,113.16,15.12.1962,11
590,event-590,51.61,102.04,16.12.1962,9
591,event-591,52.77,107.74,17.12.1962,9
592,event-592,56.31,113.33,19.12.1962,10
593,event-593,49.49,101.62,30.12.1962,11
594,event-594,53.55,108.74,06.01.1963,10
595,event-595,51.34,101.93,08.01.1963,12
596,event-596,54.68,111.77,09.01.1963,12
597,event-597,52.94,106.74,10.01.1963,9
598,event-598,49.91,104.07,12.01.1963,9
599,event-599,52.54,106.85,14.01.1963,9
600,event-600,55.77,112.95,15.01.1963,10
601,event-601,56.21,112.64,27.01.1963,9
602,event-602,53.09,107.73,31.01.1963,11
603,event-603,52.97,107.22,01.02.1963,10
604,event-604,56.32,109.8,03.02.1963,9
605,event-605,51.74,101.41,04.02.1963,9
606,event-606,54.34,111.37,05.02.1963,11
607,event-607,54.43,111.31,08.02.1963,9
608,event-608,52.55,106.79,10.02.1963,10
609,event-609,52.6,106.9,10.02.1963,13
610,event-610,52.55,106.87,10.02.1963,9
611,event-611,52.56,106.91,10.02.1963,9
612,event-612,52.57,106.85,10.02.1963,9
613,event-613,52.59,106.85,11.02.1963,9
614,event-614,54.75,111.86,14.02.1963,9
615,event-615,55.23,111,15.02.1963,12
616,event-616,50,113.24,17.02.1963,10
617,event-617,48.18,102.72,24.02.1963,10
618,event-618,54.28,111.57,27.02.1963,9
619,event-619,56.16,114.69,28.02.1963,9
620,event-620,51.99,105.56,02.03.1963,9
621,event-621,56.04,114.24,10.03.1963,9
